"id","name","type","size","path","maker_date"
380895,"628.signed.pdf",FILE,1453037,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/628.signed.pdf,2026-06-18 21:01:40.952 +0700
380879,"6D-6D1 Tú Xương.pdf",FILE,730218,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/6D-6D1 Tú Xương.pdf,2026-06-18 21:01:39.029 +0700
380899,"7835stpvbsigned.pdf",FILE,1288174,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/7835stpvbsigned.pdf,2026-06-18 21:01:40.934 +0700
380866,"85.signed.pdf",FILE,351288,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/85.signed.pdf,2026-06-18 21:01:35.477 +0700
380896,biệt thự cũ.docx,FILE,29419,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Biet thu cu/biệt thự cũ.docx,2026-06-18 21:01:40.961 +0700
380902,Biệt thự Nguyễn Thị Diệu.xlsx,FILE,12924,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Biet thu cu/Biệt thự Nguyễn Thị Diệu.xlsx,2026-06-18 21:01:41.056 +0700
380892,Danh sach biet thu cu lan 2.xlsx,FILE,16373,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Biet thu cu/Danh sach biet thu cu lan 2.xlsx,2026-06-18 21:01:40.831 +0700
382609,Danh sach biet thu da loc.docx,FILE,45676,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Biet thu cu/Danh sach biet thu da loc.docx,2026-06-22 14:21:09.746 +0700
380891,Danh sach ra soat kiem dem so bo nha biet thu - Dieu chinh (1).xlsx,FILE,15362,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Biet thu cu/Danh sach ra soat kiem dem so bo nha biet thu - Dieu chinh (1).xlsx,2026-06-18 21:01:40.830 +0700
380897,Danh sach ra soat kiem dem so bo nha biet thu - Dieu chinh.xlsx,FILE,15362,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Biet thu cu/Danh sach ra soat kiem dem so bo nha biet thu - Dieu chinh.xlsx,2026-06-18 21:01:40.967 +0700
382608,"Kiem dem, phan loai biet thu cu.docx",FILE,9663,"/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Biet thu cu/Kiem dem, phan loai biet thu cu.docx",2026-06-22 14:21:09.576 +0700
380893,Thống kê biệt thự (2).xlsx,FILE,39312,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Biet thu cu/Thống kê biệt thự (2).xlsx,2026-06-18 21:01:40.867 +0700
380900,Thống kê biệt thự.xlsx,FILE,38780,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Biet thu cu/Thống kê biệt thự.xlsx,2026-06-18 21:01:41.039 +0700
380877,Cong bo biet thudocx.docx,FILE,22585,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Cong bo biet thudocx.docx,2026-06-18 21:01:38.942 +0700
380876,Đính chính 214 ĐBP bằng 214 VTS.pdf,FILE,433207,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Đính chính 214 ĐBP bằng 214 VTS.pdf,2026-06-18 21:01:38.688 +0700
380890,Đợt 10.pdf,FILE,3535210,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Đợt 10.pdf,2026-06-18 21:01:40.727 +0700
380889,Đợt 11.pdf,FILE,3321946,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Đợt 11.pdf,2026-06-18 21:01:40.702 +0700
380880,Đợt 12-13.pdf,FILE,4675064,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Đợt 12-13.pdf,2026-06-18 21:01:39.310 +0700
380909,Đợt 1-2.pdf,FILE,10459593,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Đợt 1-2.pdf,2026-06-18 21:01:41.770 +0700
380882,Đợt 14.pdf,FILE,3353161,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Đợt 14.pdf,2026-06-18 21:01:39.657 +0700
380898,Đợt 3.pdf,FILE,3574352,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Đợt 3.pdf,2026-06-18 21:01:40.984 +0700
380881,Đợt 4.pdf,FILE,2427815,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Đợt 4.pdf,2026-06-18 21:01:39.425 +0700
380906,Đợt 5.pdf,FILE,5896489,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Đợt 5.pdf,2026-06-18 21:01:41.288 +0700
380908,Đợt 6.pdf,FILE,5994623,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Đợt 6.pdf,2026-06-18 21:01:41.430 +0700
380884,Đợt 7.pdf,FILE,2551500,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Đợt 7.pdf,2026-06-18 21:01:40.221 +0700
380871,Đợt 8.pdf,FILE,3053063,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Đợt 8.pdf,2026-06-18 21:01:38.228 +0700
380869,Đợt 9.pdf,FILE,1426401,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Đợt 9.pdf,2026-06-18 21:01:37.723 +0700
380873,Loai khoi ds Biet thu (dot 1).pdf,FILE,928590,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Loai khoi ds Biet thu (dot 1).pdf,2026-06-18 21:01:38.558 +0700
380874,Loai khoi ds Biet thu (dot 2).pdf,FILE,774970,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Loai khoi ds Biet thu (dot 2).pdf,2026-06-18 21:01:38.561 +0700
380862,Phân loại Biệt thự - Quận 3 (11 đợt).xlsx,FILE,72161,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Phân loại Biệt thự - Quận 3 (11 đợt).xlsx,2026-06-18 21:01:33.314 +0700
380887,Phân loại Biệt thự - Quận 3 (13 đợt).xlsx,FILE,27559,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Phân loại Biệt thự - Quận 3 (13 đợt).xlsx,2026-06-18 21:01:40.642 +0700
380885,Về hướng giải quyết biệt thự.pdf,FILE,512814,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Biệt thự cũ/Về hướng giải quyết biệt thự.pdf,2026-06-18 21:01:40.520 +0700
380875,bqthu_sxd_17_05_2021_08_36_21_1 (Đợt 1 + 2).pdf,FILE,10459593,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/bqthu_sxd_17_05_2021_08_36_21_1 (Đợt 1 + 2).pdf,2026-06-18 21:01:38.631 +0700
380860,bqthu_sxd_17_05_2021_08_36_32_1 (Đợt 3).pdf,FILE,3574352,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/bqthu_sxd_17_05_2021_08_36_32_1 (Đợt 3).pdf,2026-06-18 21:01:31.439 +0700
380848,bqthu_sxd_17_05_2021_08_36_40_1 (Đợt 5).pdf,FILE,5896489,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/bqthu_sxd_17_05_2021_08_36_40_1 (Đợt 5).pdf,2026-06-18 21:01:24.338 +0700
380853,bqthu_sxd_17_05_2021_08_36_46_1 (Đợt 4).pdf,FILE,2427815,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/bqthu_sxd_17_05_2021_08_36_46_1 (Đợt 4).pdf,2026-06-18 21:01:25.718 +0700
380858,Copy of 6_DanhSachKiemKeBTDot2_T3.2022.xlsx,FILE,399527,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Copy of 6_DanhSachKiemKeBTDot2_T3.2022.xlsx,2026-06-18 21:01:29.093 +0700
380840,Danh sach biet thu cu lan 2.xlsx,FILE,16373,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Danh sach biet thu cu lan 2.xlsx,2026-06-18 21:01:15.477 +0700
380856,Đính chính 214 ĐBP bằng 214 VTS.pdf,FILE,433207,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Đính chính 214 ĐBP bằng 214 VTS.pdf,2026-06-18 21:01:27.403 +0700
380863,Đợt 11.pdf,FILE,3321946,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Đợt 11.pdf,2026-06-18 21:01:34.327 +0700
380850,Đợt 12-13.pdf,FILE,4675064,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Đợt 12-13.pdf,2026-06-18 21:01:24.610 +0700
380854,Đợt 14.pdf,FILE,3353161,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Đợt 14.pdf,2026-06-18 21:01:25.932 +0700
380851,hướng dẫn SXD tháo dỡ biệt thự.pdf,FILE,1228682,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/hướng dẫn SXD tháo dỡ biệt thự.pdf,2026-06-18 21:01:25.162 +0700
380857,Phân loại Biệt thự - Quận 3 (10 đợt) (1).xlsx,FILE,69137,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Phân loại Biệt thự - Quận 3 (10 đợt) (1).xlsx,2026-06-18 21:01:28.754 +0700
380859,Phân loại Biệt thự - Quận 3 (13 đợt).xlsx,FILE,28187,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Phân loại Biệt thự - Quận 3 (13 đợt).xlsx,2026-06-18 21:01:31.421 +0700
380847,Quyet_dinh 20.2025.QĐ-UBND ngày 13.02.2025 quản lý sử dụng nhà biệt thự.pdf,FILE,782157,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Quyet_dinh 20.2025.QĐ-UBND ngày 13.02.2025 quản lý sử dụng nhà biệt thự.pdf,2026-06-18 21:01:24.081 +0700
380841,Thống kê biệt thự (2).xlsx,FILE,39312,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Phân loại biệt thự/Thống kê biệt thự (2).xlsx,2026-06-18 21:01:20.242 +0700
380764,QC01.2021.pdf,FILE,5702654,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/QC01.2021.pdf,2026-06-18 18:41:02.415 +0700
380751,QD01 DCCB QH.pdf,FILE,435996,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/QD01 DCCB QH.pdf,2026-06-18 18:40:54.500 +0700
380839,QĐ56 quy che quan ly kien truc.pdf,FILE,103396872,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/QĐ56 quy che quan ly kien truc.pdf,2026-06-18 21:01:00.206 +0700
380750,SQHKT tháo gỡ khó khăn vướng mắc về QHĐT cấp xã- 2026-02-12T093854.640.pdf,FILE,632025,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/SQHKT tháo gỡ khó khăn vướng mắc về QHĐT cấp xã- 2026-02-12T093854.640.pdf,2026-06-18 18:40:53.716 +0700
380753,Thong_tu_17-2025-TT-BXD - Khanh Hoa 240725.pdf,FILE,2599073,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Quy hoạch/Thong_tu_17-2025-TT-BXD - Khanh Hoa 240725.pdf,2026-06-18 18:40:55.383 +0700
380823,Sửa đổi luat giá 140-2025.pdf,FILE,5417837,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Sửa đổi luat giá 140-2025.pdf,2026-06-18 20:58:25.156 +0700
380816,Thông tư-06-2025-TT-BTNMT BAN HÀNH QCVN 40 2025.pdf,FILE,887138,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Thông tư-06-2025-TT-BTNMT BAN HÀNH QCVN 40 2025.pdf,2026-06-18 20:58:20.704 +0700
380815,Thong tu 41.2025.TT.BNNMT ve huong dan ky thuat UPSCMT.pdf,FILE,2329114,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Thong tu 41.2025.TT.BNNMT ve huong dan ky thuat UPSCMT.pdf,2026-06-18 20:58:20.637 +0700
380817,Thông tư 53 QCVN công trình thiết bị XLNT tại chỗ.pdf,FILE,2612854,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/Thông tư 53 QCVN công trình thiết bị XLNT tại chỗ.pdf,2026-06-18 20:58:20.819 +0700
380918,"101-nd.signed.pdf",FILE,5546344,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/101-nd.signed.pdf,2026-06-18 21:03:41.859 +0700
380934,"102-nd_signed_37cbd.pdf",FILE,8164503,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/102-nd_signed_37cbd.pdf,2026-06-18 21:03:47.353 +0700
380937,"103-nd_signed_ce231.pdf",FILE,5028692,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/103-nd_signed_ce231.pdf,2026-06-18 21:03:48.865 +0700
380924,"104-nd_signed_d9adb.pdf",FILE,976723,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/104-nd_signed_d9adb.pdf,2026-06-18 21:03:44.524 +0700
380929,"12-cp_signed_fc49c.pdf",FILE,1848507,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/12-cp_signed_fc49c.pdf,2026-06-18 21:03:45.933 +0700
380935,"151-ndcp.signed.pdf",FILE,8434610,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/151-ndcp.signed.pdf,2026-06-18 21:03:47.404 +0700
380932,"49-2026ndcp.signed.pdf",FILE,1670193,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/49-2026ndcp.signed.pdf,2026-06-18 21:03:46.411 +0700
380926,"5144_HD-LS hướng dẫn về cáp GCN.pdf",FILE,179054,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/5144_HD-LS hướng dẫn về cáp GCN.pdf,2026-06-18 21:03:45.324 +0700
380919,"59_2025_QĐ-UBND.pdf",FILE,272839,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/59_2025_QĐ-UBND.pdf,2026-06-18 21:03:42.127 +0700
380915,"71-cp_signed_7e240.pdf",FILE,3157878,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/71-cp_signed_7e240.pdf,2026-06-18 21:03:39.681 +0700
380933,"88nd_signed_71df2.pdf",FILE,1662340,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/88nd_signed_71df2.pdf,2026-06-18 21:03:46.615 +0700
380941,Luat-Dat-dai-so-31_2024_QH15_0fdfc.pdf,FILE,74012151,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/Luat-Dat-dai-so-31_2024_QH15_0fdfc.pdf,2026-06-18 21:04:05.805 +0700
380936,Nghị định 101-nd.signed.pdf,FILE,5546344,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/Nghị định 101-nd.signed.pdf,2026-06-18 21:03:47.563 +0700
380938,Nghị định 102-nd_signed_37cbd.pdf,FILE,8164503,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/Nghị định 102-nd_signed_37cbd.pdf,2026-06-18 21:03:48.960 +0700
380922,Nghị định 103-nd_signed_ce231.pdf,FILE,5028692,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/Nghị định 103-nd_signed_ce231.pdf,2026-06-18 21:03:43.610 +0700
380917,Nghị định 104-nd_signed_d9adb.pdf,FILE,976723,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/Nghị định 104-nd_signed_d9adb.pdf,2026-06-18 21:03:40.958 +0700
380931,Nghị định 123-cp.signed xử phạt về lĩnh vực đất đai.pdf,FILE,1538611,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/Nghị định 123-cp.signed xử phạt về lĩnh vực đất đai.pdf,2026-06-18 21:03:46.135 +0700
380930,Nghị định 12-cp_signed_fc49c.pdf,FILE,1848507,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/Nghị định 12-cp_signed_fc49c.pdf,2026-06-18 21:03:46.044 +0700
380939,Nghị định 151-ndcp.signed.pdf,FILE,8434610,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/Nghị định 151-ndcp.signed.pdf,2026-06-18 21:03:49.069 +0700
380916,Nghị định 49-2026ndcp.signed về thi hành Nghị quyết 254.pdf,FILE,1670193,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/Nghị định 49-2026ndcp.signed về thi hành Nghị quyết 254.pdf,2026-06-18 21:03:40.707 +0700
380928,Nghị định 71-cp_signed_7e240.pdf,FILE,3157878,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/Nghị định 71-cp_signed_7e240.pdf,2026-06-18 21:03:45.855 +0700
380913,Nghị định 88nd_signed_71df2.pdf,FILE,1662340,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/Nghị định 88nd_signed_71df2.pdf,2026-06-18 21:03:37.197 +0700
380914,Nghi-quyet-254.-co-che-chinh-sach-thao-go-thu-hoi-dat.pdf,FILE,615018,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/Nghi-quyet-254.-co-che-chinh-sach-thao-go-thu-hoi-dat.pdf,2026-06-18 21:03:37.944 +0700
380921,Phụ lục kèm theo Thông tư số 23-bnnmt-kem.pdf,FILE,1648447,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/Phụ lục kèm theo Thông tư số 23-bnnmt-kem.pdf,2026-06-18 21:03:43.310 +0700
380912,Quyết định 39-2005 của Thủ tướng Chính phủ về hướng dẫn thi hành Điều 121 Luật Xây dựng.doc,FILE,38912,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/Quyết định 39-2005 của Thủ tướng Chính phủ về hướng dẫn thi hành Điều 121 Luật Xây dựng.doc,2026-06-18 21:03:36.259 +0700
380925,Quyết định 69-2024-QĐ-UBND của TPHCM về hạn mức giao đất ở cá nhân TP.HCM.pdf,FILE,302459,/Văn bản Phường Xuân Hoà/1. Phòng Kinh Tế - Hạ Tầng và Đô Thị/1. Tổ Kỹ thuật/1. Văn bản chung/tổng hợp pdf về đất đai/Quyết định 69-2024-QĐ-UBND của TPHCM về hạn mức giao đất ở cá nhân TP.HCM.pdf,2026-06-18 21:03:44.915 +0700
